"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"broken","Wed Feb 22 11:30:38 GST 2023","Wed Feb 22 11:30:58 GST 2023","19685","","Feature - Add money ","","Feature - Add money ","Verify user's Account Top Up using Checkout provider Debit Card","Verify user's Account Top Up using Checkout provider Debit Card",""
